work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Data Analytics Manager,145000.0,USD,145000.0,US,100,US,M
2023,SE,FT,Data Scientist,211000.0,USD,211000.0,US,100,US,M
2023,SE,FT,Research Scientist,165500.0,USD,165500.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,176300.0,USD,176300.0,US,100,US,M
2023,SE,FT,Data Architect,193000.0,USD,193000.0,US,0,US,M
2024,SE,FT,Data Analyst,105000.0,USD,105000.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,225000.0,USD,225000.0,US,0,US,M
2023,SE,FT,Data Scientist,155000.0,USD,155000.0,US,0,US,M
2023,SE,FT,Data Engineer,146115.0,USD,146115.0,US,100,US,M
2024,SE,FT,Data Scientist,220000.0,USD,220000.0,US,0,US,M
2023,SE,FT,ML Engineer,220000.0,USD,220000.0,US,0,US,M
2024,MI,FT,Data Analytics Consultant,57500.0,USD,57500.0,US,100,US,M
2024,SE,FT,Data Architect,64200.0,USD,64200.0,US,0,US,M
2023,MI,FT,Data Engineer,112000.0,USD,112000.0,US,0,US,M
2023,SE,FT,Data Analyst,106020.0,USD,106020.0,US,0,US,M
2023,SE,FT,Data Manager,233500.0,USD,233500.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,194100.0,USD,194100.0,US,0,US,M
2023,MI,FT,Business Intelligence Manager,166500.0,USD,166500.0,US,0,US,M
2024,MI,FT,BI Analyst,70000.0,USD,70000.0,US,100,US,M
2022,SE,FT,Analytics Engineer,138750.0,USD,138750.0,US,100,US,M
2022,MI,FT,Data Analyst,40000.0,GBP,49253.0,GB,100,GB,M
2023,SE,FT,Business Intelligence Engineer,79600.0,USD,79600.0,US,0,US,L
2023,SE,FT,Business Intelligence Developer,169000.0,USD,169000.0,US,0,US,M
2024,SE,FT,Data Engineer,50000.0,GBP,62500.0,GB,0,GB,M
2023,MI,FT,Data Engineer,185000.0,USD,185000.0,US,100,US,M
2023,MI,FT,Data Engineer,184000.0,USD,184000.0,US,0,US,M
2023,SE,FT,Applied Scientist,260000.0,USD,260000.0,US,0,US,L
2023,SE,FT,Data Manager,145000.0,USD,145000.0,US,0,US,M
2023,EX,FT,Data Engineer,123471.0,USD,123471.0,GB,100,GB,M
2023,SE,FT,Machine Learning Engineer,323300.0,USD,323300.0,US,0,US,M
2024,MI,FT,ML Engineer,110000.0,USD,110000.0,US,0,US,M
2023,MI,FT,Data Scientist,116990.0,USD,116990.0,US,100,US,M
2024,SE,FT,Data Scientist,147500.0,USD,147500.0,US,100,US,M
2023,SE,FT,Data Engineer,132624.0,USD,132624.0,US,100,US,M
2023,SE,FT,Data Engineer,145000.0,USD,145000.0,US,0,US,M
2023,SE,FT,Computer Vision Engineer,351000.0,USD,351000.0,US,0,US,M
2023,SE,FT,Data Engineer,124740.0,USD,124740.0,US,0,US,M
2022,EN,FL,Data Analytics Consultant,50000.0,USD,50000.0,BE,100,US,S
2023,SE,FT,Data Engineer,186000.0,USD,186000.0,US,0,US,M
2023,SE,FT,Data Engineer,252000.0,USD,252000.0,US,0,US,M
2023,SE,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2024,SE,FT,Machine Learning Engineer,180000.0,USD,180000.0,US,0,US,M
2023,SE,FT,Data Scientist,170000.0,USD,170000.0,US,100,US,M
2022,SE,FT,Data Scientist,170000.0,USD,170000.0,US,100,US,M
2022,SE,FT,Data Science Engineer,60000.0,USD,60000.0,AR,100,MX,L
2024,EN,FT,Research Analyst,84068.0,USD,84068.0,US,0,US,M
2023,SE,FT,Data Engineer,81500.0,USD,81500.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,185000.0,USD,185000.0,US,0,US,L
2023,SE,FT,Machine Learning Engineer,240000.0,USD,240000.0,US,0,US,M
2023,SE,FT,Research Scientist,202350.0,USD,202350.0,US,0,US,M
2023,EN,FT,Data Engineer,120000.0,USD,120000.0,US,0,US,M
2024,SE,FT,Data Engineer,173000.0,USD,173000.0,US,100,US,M
2023,SE,FT,Data Scientist,36000.0,EUR,38868.0,ES,0,ES,M
2023,MI,FT,Data Analyst,39000.0,EUR,42107.0,DE,50,DE,M
2024,SE,FT,Data Scientist,170000.0,USD,170000.0,US,0,US,M
2023,SE,FT,Research Engineer,200000.0,USD,200000.0,US,0,US,M
2023,EN,FT,Data Analyst,85000.0,USD,85000.0,US,100,US,M
2023,SE,FT,Data Scientist,190000.0,USD,190000.0,US,0,US,M
2024,MI,FT,Data Engineer,106800.0,USD,106800.0,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,108500.0,USD,108500.0,US,100,US,M
2023,SE,FT,Business Intelligence Engineer,108500.0,USD,108500.0,US,100,US,M
2024,MI,FT,Data Science Manager,180000.0,USD,180000.0,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,78800.0,USD,78800.0,US,100,US,M
2023,SE,FT,Data Engineer,171250.0,USD,171250.0,US,0,US,M
2023,SE,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2024,SE,FT,Data Scientist,215000.0,USD,215000.0,US,0,US,M
2024,SE,FT,Analytics Engineer,132100.0,USD,132100.0,US,100,US,M
2024,MI,FT,Data Engineer,143000.0,USD,143000.0,US,0,US,M
2023,MI,FT,Research Engineer,100000.0,USD,100000.0,US,0,US,M
2023,EN,FT,Research Scientist,252990.0,USD,252990.0,US,100,US,M
2024,SE,FT,Data Science Consultant,109000.0,USD,109000.0,US,0,US,M
2024,MI,FT,Research Engineer,120000.0,USD,120000.0,US,0,US,M
2024,SE,FT,Data Scientist,200000.0,USD,200000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,140000.0,USD,140000.0,US,0,US,M
2024,SE,FT,Data Analyst,145000.0,USD,145000.0,US,100,US,M
2023,SE,FT,Data Analyst,100000.0,USD,100000.0,US,100,US,M
2023,MI,FT,Data Analyst,123000.0,USD,123000.0,US,100,US,M
2024,EN,FT,Data Analyst,180700.0,USD,180700.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,148594.0,USD,148594.0,US,0,US,M
2024,SE,FT,Data Engineer,140000.0,USD,140000.0,US,100,US,M
2023,SE,FT,Data Architect,175000.0,USD,175000.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,165000.0,USD,165000.0,US,100,US,M
2023,SE,FT,Machine Learning Software Engineer,189000.0,USD,189000.0,US,0,US,M
2023,SE,FT,AI Engineer,136800.0,USD,136800.0,US,0,US,M
2022,SE,FT,Data Analyst,93700.0,USD,93700.0,US,100,US,M
2023,SE,FT,Data Engineer,175000.0,USD,175000.0,US,100,US,M
2024,EN,FT,Data Science,86900.0,USD,86900.0,US,0,US,M
2023,SE,FT,Data Engineer,81500.0,USD,81500.0,US,100,US,M
2023,MI,FT,Data Engineer,123000.0,USD,123000.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,215000.0,USD,215000.0,US,0,US,M
2023,MI,FT,Machine Learning Engineer,150000.0,USD,150000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,238000.0,USD,238000.0,US,0,US,M
2024,SE,FT,Data Scientist,161500.0,USD,161500.0,US,0,US,M
2023,MI,FT,Data Analyst,98873.0,USD,98873.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,156400.0,USD,156400.0,US,0,US,M
2023,SE,FT,Data Scientist,194500.0,USD,194500.0,US,0,US,M
2023,SE,FT,Data Engineer,161000.0,USD,161000.0,US,0,US,M
2023,SE,FT,BI Data Analyst,67000.0,EUR,72338.0,DE,100,DE,M
2021,MI,FT,Data Architect,150000.0,USD,150000.0,US,100,US,L
2023,SE,FT,Data Engineer,105200.0,USD,105200.0,US,0,US,M
2022,SE,FT,Data Engineer,300000.0,USD,300000.0,US,0,US,M
2023,SE,FT,Data Analytics Lead,115920.0,USD,115920.0,US,0,US,M
2023,SE,FT,Analytics Engineer,120000.0,USD,120000.0,US,0,US,M
2024,MI,FT,Data Strategist,134400.0,USD,134400.0,US,0,US,M
2023,SE,FT,Machine Learning Scientist,180514.0,USD,180514.0,US,100,US,M
2023,MI,FT,Data Manager,120000.0,USD,120000.0,US,0,US,M
2021,SE,FT,Data Specialist,165000.0,USD,165000.0,US,100,US,L
2024,SE,FT,Data Engineer,190000.0,USD,190000.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,267900.0,USD,267900.0,US,0,US,M
2024,SE,FT,Data Scientist,175000.0,USD,175000.0,US,100,US,M
2023,SE,FT,Data Analyst,150000.0,USD,150000.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,226600.0,USD,226600.0,US,0,US,M
2023,SE,FT,Data Engineer,146000.0,USD,146000.0,US,0,US,M
2024,SE,FT,Data Engineer,113000.0,USD,113000.0,US,0,US,M
2024,SE,FT,Data Scientist,111500.0,USD,111500.0,US,0,US,M
2023,SE,FT,Data Engineer,129300.0,USD,129300.0,US,0,US,M
2023,MI,FT,Data Scientist,130410.0,USD,130410.0,US,0,US,M
2024,MI,FT,Data Engineer,70000.0,USD,70000.0,US,0,US,M
2022,MI,FT,Data Analyst,50000.0,GBP,61566.0,GB,0,GB,M
2023,MI,FT,Applied Scientist,250000.0,USD,250000.0,US,0,US,M
2023,SE,FT,Data Analyst,206000.0,USD,206000.0,US,0,US,M
2023,SE,FT,Data Analyst,122000.0,USD,122000.0,US,0,US,M
2022,SE,FT,Data Scientist,140000.0,USD,140000.0,US,100,US,M
2023,SE,FT,Data Analyst,143520.0,USD,143520.0,US,0,US,M
2024,SE,FT,Machine Learning Scientist,220000.0,USD,220000.0,US,0,US,M
2023,SE,FT,Data Manager,100000.0,USD,100000.0,US,0,US,M
2023,SE,FT,ML Engineer,165400.0,USD,165400.0,US,0,US,M
2023,EX,FT,Data Scientist,185000.0,USD,185000.0,US,0,US,M
2023,EN,FT,Data Analyst,50000.0,USD,50000.0,US,100,US,M
2024,MI,FT,Robotics Software Engineer,198000.0,USD,198000.0,US,0,US,M
2023,MI,FT,Analytics Engineer,700000.0,USD,700000.0,US,100,US,M
2022,SE,FT,Data Architect,63000.0,USD,63000.0,US,0,US,M
2021,SE,FT,Data Analyst,54000.0,EUR,63831.0,DE,50,DE,L
2023,SE,FT,Data Engineer,178500.0,USD,178500.0,US,100,US,M
2023,EX,FT,Data Scientist,228856.0,USD,228856.0,GB,100,GB,M
2023,MI,FT,Data Science Lead,185900.0,USD,185900.0,US,0,US,M
2023,SE,FT,Data Scientist,139000.0,USD,139000.0,US,0,US,M
2022,SE,FT,Data Engineer,105700.0,USD,105700.0,US,0,US,L
2023,MI,FT,Data Scientist,128750.0,USD,128750.0,US,0,US,M
2024,SE,FT,Data Engineer,115000.0,USD,115000.0,US,0,US,M
2024,SE,FT,Research Scientist,151900.0,USD,151900.0,US,0,US,M
2024,MI,FT,Analytics Engineer,221500.0,USD,221500.0,US,0,US,M
2023,MI,FT,MLOps Engineer,124000.0,USD,124000.0,US,100,US,M
2023,SE,FT,Machine Learning Modeler,204500.0,USD,204500.0,US,0,US,M
2023,SE,FT,Data Engineer,167200.0,USD,167200.0,US,100,US,M
2023,SE,FT,Data Engineer,204500.0,USD,204500.0,US,0,US,M
2024,EX,FT,Data Analyst,50000.0,GBP,62500.0,GB,0,GB,M
2022,SE,FT,Data Engineer,120000.0,USD,120000.0,US,0,US,M
2023,MI,FT,Data Engineer,69000.0,USD,69000.0,US,0,US,M
2022,SE,FT,Data Analyst,81666.0,USD,81666.0,US,0,US,M
2023,EX,FT,Director of Data Science,201900.0,USD,201900.0,US,0,US,M
2023,SE,FT,Business Intelligence Developer,110600.0,USD,110600.0,US,0,US,M
2023,SE,FT,Data Scientist,106800.0,USD,106800.0,US,0,US,M
2024,MI,FT,Data Science,66000.0,USD,66000.0,US,0,US,M
2022,SE,FT,Data Scientist,141525.0,USD,141525.0,US,100,US,M
2024,SE,FT,Data Engineer,240500.0,USD,240500.0,US,0,US,L
2023,MI,FT,Analytics Engineer,116480.0,USD,116480.0,US,0,US,M
2022,SE,FT,Data Engineer,105200.0,USD,105200.0,US,0,US,M
2022,SE,FT,Data Scientist,153000.0,USD,153000.0,US,100,US,M
2023,MI,FT,Machine Learning Engineer,106720.0,USD,106720.0,US,0,US,M
2022,SE,FT,Data Analyst,99450.0,USD,99450.0,US,100,US,M
2023,MI,FT,Data Engineer,110000.0,USD,110000.0,FR,100,FR,M
2022,SE,FT,Machine Learning Engineer,164000.0,USD,164000.0,US,100,US,M
2023,SE,FT,Data Analyst,95000.0,USD,95000.0,US,0,US,M
2024,SE,FT,Data Lead,60860.0,GBP,76075.0,US,0,US,M
2023,SE,FT,Data Analyst,52000.0,EUR,56143.0,ES,100,ES,M
2024,MI,FT,Data Analyst,149000.0,USD,149000.0,US,100,US,M
2023,SE,FT,Data Analyst,106020.0,USD,106020.0,US,0,US,M
2023,SE,FT,Data Engineer,290000.0,USD,290000.0,US,100,US,M
2024,SE,FT,Data Architect,400000.0,USD,400000.0,US,100,US,M
2024,MI,FT,Data Scientist,106500.0,USD,106500.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,300000.0,USD,300000.0,US,0,US,M
2023,EN,FT,Data Analyst,105000.0,USD,105000.0,US,0,US,M
2023,SE,FT,Data Scientist,236160.0,USD,236160.0,US,100,US,M
2023,SE,FT,Data Engineer,121000.0,USD,121000.0,US,0,US,M
2022,SE,FT,Data Engineer,130000.0,USD,130000.0,US,0,US,M
2024,EX,FT,Data Engineer,168854.0,USD,168854.0,US,0,US,M
2023,SE,FT,Data Engineer,250000.0,USD,250000.0,US,0,US,M
2023,MI,FT,Data Scientist,137500.0,USD,137500.0,US,0,US,M
2023,SE,FT,Data Engineer,140000.0,USD,140000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,262000.0,USD,262000.0,US,0,US,M
2023,MI,FT,Machine Learning Software Engineer,217600.0,USD,217600.0,US,0,US,M
2023,MI,FT,Data Engineer,70000.0,USD,70000.0,US,100,US,M
2023,MI,FT,Data Scientist,147400.0,USD,147400.0,US,0,US,M
2023,SE,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2023,SE,FT,Applied Scientist,164000.0,USD,164000.0,US,100,US,M
2023,MI,FT,Business Intelligence Analyst,120000.0,USD,120000.0,US,100,US,M
2023,SE,FT,Research Engineer,189110.0,USD,189110.0,US,0,US,M
2023,SE,FT,Data Scientist,167310.0,USD,167310.0,US,0,US,M
2023,SE,FT,Data Scientist,167200.0,USD,167200.0,US,100,US,M
2023,SE,FT,Data Engineer,139700.0,USD,139700.0,US,0,US,M
2023,SE,FT,Data Scientist,70000.0,USD,70000.0,US,0,US,M
2024,EX,FT,Head of Machine Learning,438000.0,USD,438000.0,US,0,US,M
2023,MI,FT,Data Analytics Manager,155000.0,USD,155000.0,US,0,US,M
2024,MI,FT,Data Analyst,73100.0,USD,73100.0,US,0,US,M
2023,SE,FT,Data Scientist,185000.0,USD,185000.0,US,100,US,M
2024,MI,FT,Data Engineer,61600.0,USD,61600.0,US,0,US,M
2024,EX,FT,Data Science,97254.0,USD,97254.0,US,0,US,M
2020,SE,FT,Data Engineer,720000.0,MXN,33511.0,MX,0,MX,S
2023,SE,FT,Data Engineer,130000.0,USD,130000.0,US,0,US,M
2023,MI,FT,Data Analyst,43000.0,EUR,46426.0,SI,0,SI,M
2024,SE,FT,Business Intelligence Engineer,78800.0,USD,78800.0,US,100,US,M
2023,MI,FT,Data Engineer,170000.0,USD,170000.0,US,100,US,M
2023,SE,FT,Machine Learning Modeler,142200.0,USD,142200.0,US,0,US,M
2024,MI,FT,Data Science,120000.0,USD,120000.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,212800.0,USD,212800.0,US,0,US,M
2023,SE,FT,Data Scientist,150000.0,USD,150000.0,US,0,US,M
2023,SE,FT,Data Engineer,245000.0,USD,245000.0,US,0,US,M
2022,MI,FT,Data Scientist,2500000.0,INR,31795.0,IN,100,US,M
2023,SE,FT,Data Engineer,225000.0,USD,225000.0,US,100,US,M
2024,MI,FT,Data Science,106000.0,USD,106000.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,250000.0,USD,250000.0,US,0,US,M
2024,SE,FT,Applied Scientist,168600.0,USD,168600.0,US,100,US,M
2023,SE,FT,Data Scientist,359170.0,USD,359170.0,US,0,US,M
2023,EN,FT,Research Analyst,47423.0,USD,47423.0,US,0,US,M
2024,MI,FT,Data Science Manager,180000.0,USD,180000.0,US,0,US,M
2023,SE,FT,Data Science Consultant,128000.0,USD,128000.0,US,0,US,M
2023,SE,FT,Data Engineer,126800.0,USD,126800.0,US,0,US,M
2022,SE,FT,Data Scientist,100000.0,USD,100000.0,BR,100,US,M
2023,SE,FT,Research Scientist,278700.0,USD,278700.0,US,0,US,M
2023,SE,FT,Data Engineer,255000.0,USD,255000.0,US,0,US,M
2022,MI,FT,Machine Learning Infrastructure Engineer,53000.0,EUR,55685.0,PT,50,PT,L
2024,SE,FT,Data Scientist,155000.0,USD,155000.0,US,0,US,M
2022,MI,FT,Data Scientist,30000.0,USD,30000.0,MX,100,MX,L
2022,SE,FT,Data Science Manager,200000.0,USD,200000.0,US,100,US,M
2023,SE,FT,Data Engineer,129300.0,USD,129300.0,US,0,US,M
2023,SE,FT,Data Scientist,111600.0,USD,111600.0,US,0,US,L
2023,SE,FT,Data Analyst,100000.0,USD,100000.0,US,0,US,M
2024,EN,FT,Data Analyst,92000.0,USD,92000.0,US,100,US,M
2023,EX,FT,Data Engineer,115500.0,USD,115500.0,US,0,US,M
2023,SE,FT,Data Engineer,174350.0,USD,174350.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,207700.0,USD,207700.0,CA,0,CA,M
2024,SE,FT,Data Scientist,152000.0,USD,152000.0,US,100,US,M
2022,SE,FT,Analytics Engineer,110000.0,USD,110000.0,US,100,US,M
2024,MI,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2022,MI,FT,Data Analyst,136000.0,USD,136000.0,US,100,US,M
2023,SE,FT,Data Analyst,105000.0,USD,105000.0,US,0,US,M
2022,SE,FT,Machine Learning Engineer,110000.0,EUR,115573.0,FR,100,FR,M
2023,MI,FT,Machine Learning Engineer,116800.0,USD,116800.0,US,0,US,M
2024,MI,FT,Applied Scientist,222200.0,USD,222200.0,US,0,US,L
2023,SE,FT,Machine Learning Engineer,193600.0,USD,193600.0,US,0,US,M
2022,SE,FT,Data Engineer,180000.0,USD,180000.0,US,100,US,M
2022,SE,FT,Data Engineer,191200.0,USD,191200.0,US,0,US,M
2024,MI,FT,Data Scientist,188500.0,USD,188500.0,US,0,US,M
2024,SE,FT,Data Analyst,150000.0,USD,150000.0,US,0,US,M
2023,SE,FT,Data Analyst,130000.0,USD,130000.0,US,100,US,M
2024,SE,FT,Machine Learning Engineer,324000.0,USD,324000.0,US,0,US,M
2023,SE,FT,Data Scientist,84000.0,USD,84000.0,US,100,US,M
2023,EN,FT,Data Analyst,105000.0,USD,105000.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,125000.0,USD,125000.0,US,100,US,M
2023,MI,FT,Data Operations Specialist,65000.0,USD,65000.0,US,0,US,M
2023,MI,FT,Research Scientist,220000.0,USD,220000.0,US,100,US,M
2022,SE,FT,Applied Scientist,212800.0,USD,212800.0,US,100,US,M
2024,SE,FT,Machine Learning Engineer,310000.0,USD,310000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,132600.0,USD,132600.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,79600.0,USD,79600.0,US,0,US,L
2023,EN,FT,Data Analyst,75065.0,USD,75065.0,US,100,US,M
2022,SE,FT,Data Engineer,168400.0,USD,168400.0,US,0,US,M
2024,EN,FT,Data Analyst,109700.0,USD,109700.0,US,0,US,M
2023,MI,FT,Data Scientist,94400.0,USD,94400.0,US,100,US,M
2024,SE,FT,Data Scientist,58800.0,EUR,65333.0,LT,0,LT,M
2024,EN,FT,Research Analyst,58400.0,USD,58400.0,US,0,US,M
2024,MI,FT,Data Science Manager,110000.0,USD,110000.0,US,0,US,M
2023,SE,FT,Data Scientist,114080.0,USD,114080.0,US,0,US,M
2024,MI,FT,Data Infrastructure Engineer,385000.0,USD,385000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,241000.0,USD,241000.0,US,0,US,M
2024,SE,FT,Data Analyst,164000.0,USD,164000.0,US,0,US,M
2024,SE,FT,Research Engineer,54395.0,GBP,67993.0,ZA,0,ZA,M
2023,SE,FT,Decision Scientist,142200.0,USD,142200.0,US,0,US,M
2022,MI,FT,Data Scientist,58000.0,EUR,60938.0,DE,100,DE,S
2023,SE,FT,Data Scientist,185900.0,USD,185900.0,US,0,US,M
2023,EX,FT,Director of Data Science,336400.0,USD,336400.0,US,0,US,M
2023,SE,FT,Data Engineer,146000.0,USD,146000.0,US,0,US,M
2023,SE,FT,Data Manager,169000.0,USD,169000.0,US,0,US,M
2024,SE,FT,Data Engineer,123700.0,USD,123700.0,US,0,US,L
2023,SE,FT,Research Engineer,308000.0,USD,308000.0,US,0,US,M
2023,SE,FT,Computer Vision Engineer,210000.0,USD,210000.0,GB,0,GB,M
2022,SE,FT,Data Scientist,129300.0,USD,129300.0,US,0,US,M
2022,MI,FT,Data Science Manager,159000.0,USD,159000.0,US,100,US,M
2024,EN,FT,Data Analyst,100000.0,USD,100000.0,US,0,US,M
2023,EN,FT,Data Engineer,135000.0,USD,135000.0,US,0,US,M
2024,SE,FT,Data Engineer,145000.0,USD,145000.0,US,0,US,M
2023,MI,FT,Machine Learning Engineer,200000.0,USD,200000.0,GB,0,GB,M
2022,SE,FT,Data Analyst,169000.0,USD,169000.0,US,0,US,M
2023,MI,FT,Data Scientist,105000.0,USD,105000.0,US,0,US,M
2023,MI,FT,Data Engineer,95000.0,USD,95000.0,ES,100,ES,M
2024,MI,FT,Data Engineer,205600.0,USD,205600.0,US,0,US,L
2023,SE,FT,Applied Scientist,192000.0,USD,192000.0,US,100,US,M
2022,SE,FT,Data Engineer,110000.0,USD,110000.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,123800.0,USD,123800.0,US,100,US,M
2023,MI,FT,Data Specialist,85000.0,USD,85000.0,US,0,US,M
2023,SE,FT,Data Analyst,153600.0,USD,153600.0,US,100,US,M
2023,SE,FT,Data Architect,110000.0,USD,110000.0,US,100,US,M
2021,MI,FT,Data Analyst,135000.0,USD,135000.0,US,100,US,L
2023,SE,FT,Machine Learning Engineer,247500.0,USD,247500.0,US,0,US,M
2024,EN,FT,Data Analyst,120000.0,USD,120000.0,US,0,US,M
2022,SE,FT,Data Analyst,164000.0,USD,164000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,166600.0,USD,166600.0,US,0,US,M
2023,SE,FT,Data Scientist,184700.0,USD,184700.0,US,0,US,M
2023,SE,FT,Applied Scientist,350000.0,USD,350000.0,US,0,US,L
2023,SE,FT,Data Manager,48000.0,USD,48000.0,CO,0,CO,M
2024,SE,FT,Data Scientist,96750.0,USD,96750.0,US,0,US,M
2024,SE,FT,Data Engineer,95325.0,USD,95325.0,US,0,US,M
2023,SE,FT,Data Scientist,110000.0,USD,110000.0,US,100,US,M
2023,MI,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2024,SE,FT,BI Analyst,130000.0,USD,130000.0,US,0,US,M
2024,MI,FT,Business Intelligence Engineer,185000.0,USD,185000.0,US,0,US,L
2023,MI,FT,Data Engineer,106500.0,USD,106500.0,US,0,US,M
2024,SE,FT,Data Analyst,140000.0,USD,140000.0,US,0,US,M
2023,MI,FT,Data Analyst,75000.0,USD,75000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,200000.0,USD,200000.0,US,100,US,M
2023,SE,FT,ML Engineer,145000.0,USD,145000.0,US,100,US,M
2023,EN,FT,Data Scientist,73100.0,USD,73100.0,US,100,US,M
2024,SE,FT,Data Science,140000.0,USD,140000.0,US,0,US,M
2024,MI,FT,Data Specialist,112500.0,USD,112500.0,US,100,US,M
2023,SE,FT,Machine Learning Engineer,296400.0,USD,296400.0,US,0,US,M
2024,SE,FT,Data Scientist,226500.0,USD,226500.0,US,100,US,M
2024,SE,FT,Business Intelligence Developer,144138.0,USD,144138.0,US,0,US,M
2022,MI,FT,Data Engineer,80000.0,USD,80000.0,US,0,US,M
2023,SE,FT,Data Engineer,225000.0,USD,225000.0,US,0,US,M
2023,SE,FT,Data Scientist,156560.0,USD,156560.0,US,0,US,M
2023,EN,FT,Data Analyst,25000.0,EUR,26992.0,GR,100,GB,S
2023,SE,FT,Machine Learning Engineer,125000.0,USD,125000.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,225000.0,USD,225000.0,FR,0,FR,M
2023,MI,FT,Data Visualization Specialist,90300.0,USD,90300.0,US,0,US,M
2023,SE,FT,Data Manager,130000.0,USD,130000.0,US,0,US,M
2023,SE,FT,ML Engineer,270000.0,USD,270000.0,US,100,US,M
2024,SE,FT,Machine Learning Engineer,414000.0,USD,414000.0,US,0,US,M
2023,SE,FT,AI Engineer,142352.0,USD,142352.0,US,0,US,M
2022,SE,FT,Machine Learning Engineer,248700.0,USD,248700.0,US,0,US,M
2023,EN,FT,Business Intelligence Analyst,85000.0,USD,85000.0,US,0,US,M
2024,SE,FT,Data Scientist,155000.0,USD,155000.0,US,100,US,M
2023,MI,FT,Data Analyst,60000.0,USD,60000.0,US,100,US,M
2023,MI,FT,Data Analyst,105000.0,USD,105000.0,US,0,US,M
2023,SE,FT,Business Intelligence Engineer,202800.0,USD,202800.0,US,0,US,L
2024,SE,FT,Prompt Engineer,140000.0,USD,140000.0,US,0,US,M
2024,SE,FT,Data Scientist,168000.0,USD,168000.0,US,0,US,M
2023,SE,FT,Data Engineer,125000.0,USD,125000.0,US,0,US,M
2024,MI,FT,Data Scientist,68400.0,USD,68400.0,US,0,US,M
2023,SE,FT,Machine Learning Engineer,200000.0,USD,200000.0,US,0,US,M
2024,MI,FT,Data Engineer,80000.0,USD,80000.0,US,0,US,M
2022,SE,FT,Applied Scientist,184000.0,USD,184000.0,US,100,US,M
2023,MI,FT,Data Engineer,128000.0,USD,128000.0,US,0,US,M
2023,SE,FT,Data Scientist,114080.0,USD,114080.0,US,0,US,M
2022,SE,FT,Data Analyst,70000.0,USD,70000.0,US,0,US,M
2023,MI,FT,Data Analyst,166000.0,USD,166000.0,US,0,US,M
2022,SE,CT,Data Analyst,90000.0,USD,90000.0,US,100,US,M
2023,SE,FT,Data Scientist,130000.0,USD,130000.0,US,0,US,M
2024,SE,FT,Data Engineer,55000.0,GBP,68750.0,GB,0,GB,M
2023,SE,FT,Data Science,245000.0,USD,245000.0,US,0,US,M
2023,MI,FT,Data Analyst,100000.0,USD,100000.0,US,0,US,M
2022,MI,FT,Data Analyst,100000.0,USD,100000.0,US,0,US,M
2023,SE,FT,Data Analyst,137500.0,USD,137500.0,US,0,US,M
2022,EX,FT,Analytics Engineer,210000.0,USD,210000.0,US,100,US,M
2023,SE,FT,Data Engineer,80000.0,USD,80000.0,US,0,US,M
2024,MI,FT,Data Scientist,120000.0,USD,120000.0,US,0,US,M
2024,EN,FT,Data Science Analyst,64000.0,USD,64000.0,US,0,US,M
2024,EX,FT,Director of Data Science,225000.0,USD,225000.0,US,0,US,M
2023,SE,FT,Data Analyst,138860.0,USD,138860.0,US,0,US,M
2022,SE,FT,Data Engineer,63000.0,USD,63000.0,US,100,US,M
2021,SE,FT,Data Scientist,4000000.0,INR,54094.0,IN,100,IN,L
2023,MI,FT,Data Engineer,162500.0,USD,162500.0,US,0,US,M
2024,SE,FT,Data Modeler,74300.0,USD,74300.0,US,0,US,M
2021,MI,FT,Data Scientist,21600.0,EUR,25532.0,RS,100,DE,S
2023,SE,FT,Machine Learning Engineer,190000.0,USD,190000.0,US,100,US,M
